cl	cluster_id	cluster_label	cluster_color	cluster_pal
3026	3982	3982 LDT-PCG Vsx2 Lhx4 Glut_2	#619900	#d3c630
3038	3983	3983 LDT-PCG Vsx2 Lhx4 Glut_2	#3D66CC	#0c6270
3054	3984	3984 LDT-PCG Vsx2 Lhx4 Glut_2	#5C6FCC	#f2b900
3018	3985	3985 LDT-PCG Vsx2 Lhx4 Glut_2	#8973FF	#479da5
3056	3986	3986 LDT-PCG Vsx2 Lhx4 Glut_2	#99772E	#d5db27
3021	3987	3987 LDT-PCG Vsx2 Lhx4 Glut_3	#99875C	#29bc3f
3022	3988	3988 LDT-PCG Vsx2 Lhx4 Glut_3	#0900FF	#98c101
3024	3989	3989 LDT-PCG Vsx2 Lhx4 Glut_3	#4C2E99	#a5271c
3025	3990	3990 LDT-PCG Vsx2 Lhx4 Glut_3	#66361F	#bc363b
3046	3991	3991 LDT-PCG Vsx2 Lhx4 Glut_3	#B1FF26	#243f99
3016	3992	3992 LDT-PCG Vsx2 Lhx4 Glut_4	#FFC84D	#4028e0
3017	3993	3993 LDT-PCG Vsx2 Lhx4 Glut_4	#1A660F	#f7e036
3027	3994	3994 LDT-PCG Vsx2 Lhx4 Glut_4	#663D62	#ba702a
3028	3995	3995 LDT-PCG Vsx2 Lhx4 Glut_4	#E1FF73	#05b79c
3029	3996	3996 LDT-PCG Vsx2 Lhx4 Glut_4	#7EFF4D	#e86430
3030	3997	3997 LDT-PCG Vsx2 Lhx4 Glut_4	#66004F	#da37ef
3044	3998	3998 LDT-PCG Vsx2 Lhx4 Glut_4	#0F6629	#d85e2d
3015	3999	3999 LDT-PCG Vsx2 Lhx4 Glut_5	#665F1F	#f92acc
3023	4000	4000 LDT-PCG Vsx2 Lhx4 Glut_5	#FF73AA	#60ea87
3048	4001	4001 LDT-PCG Vsx2 Lhx4 Glut_5	#8E0099	#fc2a51
3049	4002	4002 LDT-PCG Vsx2 Lhx4 Glut_5	#990002	#bf4401
3050	4003	4003 LDT-PCG Vsx2 Lhx4 Glut_5	#959900	#3f53ea
3051	4004	4004 LDT-PCG Vsx2 Lhx4 Glut_5	#661F32	#145177
3034	4005	4005 LDT-PCG Vsx2 Lhx4 Glut_6	#994582	#073966
3039	4006	4006 LDT-PCG Vsx2 Lhx4 Glut_6	#A199FF	#29c445
3040	4007	4007 LDT-PCG Vsx2 Lhx4 Glut_6	#57CC3D	#017554
3053	4008	4008 LDT-PCG Vsx2 Lhx4 Glut_6	#3DB7CC	#dbef58
3035	4009	4009 LDT-PCG Vsx2 Lhx4 Glut_7	#00FF1F	#fc115f
3036	4010	4010 LDT-PCG Vsx2 Lhx4 Glut_7	#924599	#c8ce14
3041	4011	4011 LDT-PCG Vsx2 Lhx4 Glut_7	#602E66	#8523ba
3042	4012	4012 LDT-PCG Vsx2 Lhx4 Glut_7	#CCB13D	#f4a658
3043	4013	4013 LDT-PCG Vsx2 Lhx4 Glut_7	#99685C	#9116e2
3052	4014	4014 LDT-PCG Vsx2 Lhx4 Glut_7	#001F66	#10a56c
3047	4015	4015 LDT-PCG Vsx2 Lhx4 Glut_8	#45994D	#d2d615
3067	4016	4016 LDT-PCG Vsx2 Lhx4 Glut_8	#3DB0CC	#498fe5
24681	4017	4017 LDT-PCG Vsx2 Lhx4 Glut_8	#FF738E	#ed555a
2618	4018	4018 PB Evx2 Glut_1	#99632E	#cc18bd
2626	4019	4019 PB Evx2 Glut_1	#00664A	#409eaa
2633	4020	4020 PB Evx2 Glut_1	#99FFEE	#18f9db
2607	4021	4021 PB Evx2 Glut_1	#73EAFF	#57c627
2620	4022	4022 PB Evx2 Glut_1	#B57ACC	#4baeb7
2627	4023	4023 PB Evx2 Glut_1	#CC7A8B	#efd334
2615	4024	4024 PB Evx2 Glut_2	#99002F	#33bc1e
2616	4025	4025 PB Evx2 Glut_2	#006ACC	#b23335
2603	4026	4026 PB Evx2 Glut_2	#1F80CC	#8716bf
2599	4027	4027 PB Evx2 Glut_2	#7ABACC	#26f2e4
2600	4028	4028 PB Evx2 Glut_2	#664599	#2658a8
2614	4029	4029 PB Evx2 Glut_2	#FF99B1	#190d68
2617	4030	4030 PB Evx2 Glut_2	#CC7B7A	#2a688c
2624	4031	4031 PB Evx2 Glut_2	#FFA34D	#d6130c
4276	4032	4032 PB Evx2 Glut_2	#99456F	#3f35c6
2622	4033	4033 PB Evx2 Glut_3	#1F4166	#4899ad
2630	4034	4034 PB Evx2 Glut_3	#2C661F	#40aa06
2631	4035	4035 PB Evx2 Glut_3	#1FCC51	#300084
2597	4036	4036 PB Evx2 Glut_3	#7AC6CC	#65db53
2595	4037	4037 PB Evx2 Glut_3	#0F3366	#300e84
2605	4038	4038 PB Evx2 Glut_3	#56663D	#0e667c
2611	4039	4039 PB Evx2 Glut_3	#5CCACC	#21cea8
2628	4040	4040 PB Evx2 Glut_3	#99005F	#9b52c9
2629	4041	4041 PB Evx2 Glut_3	#991A17	#3f60ba
2632	4042	4042 PB Evx2 Glut_3	#FFE726	#c8ff16
2598	4043	4043 PB Evx2 Glut_3	#5D992E	#a34ae2
2638	4044	4044 PB Evx2 Glut_3	#26FF9E	#9fdd02
2596	4045	4045 PB Evx2 Glut_3	#001F99	#d6026c
2635	4046	4046 PB Evx2 Glut_3	#7ACCBA	#0d9141
2636	4047	4047 PB Evx2 Glut_3	#66500F	#39c134
2634	4048	4048 PB Evx2 Glut_3	#661F2D	#489b18
4268	4049	4049 PB Evx2 Glut_4	#3DCC54	#eac53f
4272	4050	4050 PB Evx2 Glut_4	#464599	#a31e1a
4277	4051	4051 PB Evx2 Glut_4	#663D0F	#d850b2
4278	4052	4052 PB Evx2 Glut_4	#FF2679	#56d13a
4279	4053	4053 PB Evx2 Glut_4	#9ACC5C	#bb1adb
4282	4054	4054 PB Evx2 Glut_4	#995845	#d21be2
2604	4055	4055 PB Evx2 Glut_5	#000799	#1992d3
2608	4056	4056 PB Evx2 Glut_5	#3D5B66	#95e266
2609	4057	4057 PB Evx2 Glut_5	#985C99	#0d2168
2610	4058	4058 PB Evx2 Glut_5	#3F661F	#f4de16
2612	4059	4059 PB Evx2 Glut_5	#FF26E5	#0859a5
2613	4060	4060 PB Evx2 Glut_5	#FFC026	#ea3cca
2625	4061	4061 PB Evx2 Glut_5	#458C99	#aa2a19
2639	4062	4062 PB Evx2 Glut_5	#FFA573	#57e07e
2621	4063	4063 PB Evx2 Glut_6	#66403D	#0aaa57
4267	4064	4064 PB Evx2 Glut_6	#A7CC00	#2a6801
4266	4065	4065 PB Evx2 Glut_6	#2FCC1F	#352787
4273	4066	4066 PB Evx2 Glut_6	#714DFF	#ce9025
4274	4067	4067 PB Evx2 Glut_6	#FFD773	#000d89
4275	4068	4068 PB Evx2 Glut_6	#664E00	#7213ad
4281	4069	4069 PB Evx2 Glut_6	#5E1799	#ff63a9
4283	4070	4070 PB Evx2 Glut_6	#73A8FF	#55e0b4
4286	4071	4071 PB Evx2 Glut_6	#86FF73	#57b8c1
2619	4072	4072 PB Evx2 Glut_7	#5B3D66	#2b39ff
2601	4073	4073 PB Evx2 Glut_7	#005999	#202f87
2602	4074	4074 PB Evx2 Glut_7	#3D80CC	#bc6225
2606	4075	4075 PB Evx2 Glut_7	#0F6614	#429601
4284	4076	4076 PB Evx2 Glut_8	#CC5C85	#18afb2
4285	4077	4077 PB Evx2 Glut_8	#0F4D66	#2c82aa
4288	4078	4078 PB Evx2 Glut_8	#3D6666	#d3aa50
4269	4079	4079 PB Evx2 Glut_8	#4D75FF	#e04c96
4270	4080	4080 PB Evx2 Glut_8	#991770	#f2d202
4271	4081	4081 PB Evx2 Glut_8	#50662E	#d6ca20
4287	4082	4082 PB Evx2 Glut_8	#00CCBF	#058e77
3769	4083	4083 PB Evx2 Glut_9	#FF7126	#f265d8
2667	4084	4084 PB Evx2 Glut_9	#296600	#fce53a
2668	4085	4085 PB Evx2 Glut_9	#40662E	#e0d91a
2670	4086	4086 PB Evx2 Glut_9	#F2FF4D	#469fbf
2623	4087	4087 PB Evx2 Glut_9	#B7CC3D	#f2be6a
24662	4088	4088 PB Evx2 Glut_9	#6A9945	#e8c25a
24665	4089	4089 PB Evx2 Glut_9	#997945	#0b1175
24666	4090	4090 PB Evx2 Glut_9	#991D17	#5fd108
24686	4091	4091 PB Evx2 Glut_9	#3D664A	#112f7c
24527	4092	4092 B-PB Nr4a2 Glut_1	#CC1FBE	#eda15e
24532	4093	4093 B-PB Nr4a2 Glut_1	#781799	#00ff9d
24533	4094	4094 B-PB Nr4a2 Glut_1	#EB73FF	#6df0f2
24635	4095	4095 B-PB Nr4a2 Glut_1	#FF73F0	#e0609e
24637	4096	4096 B-PB Nr4a2 Glut_1	#2E993D	#a31708
24535	4097	4097 B-PB Nr4a2 Glut_1	#59660F	#c43629
24534	4098	4098 B-PB Nr4a2 Glut_1	#FF0024	#00b9fc
2637	4099	4099 B-PB Nr4a2 Glut_2	#006610	#1f8209
3100	4100	4100 PCG-PRNr Vsx2 Nkx6-1 Glut_1	#00FFB4	#62fcd8
3101	4101	4101 PCG-PRNr Vsx2 Nkx6-1 Glut_1	#1F2466	#bcf43a
3081	4102	4102 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#F1FF73	#0498e8
3070	4103	4103 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#71FF26	#f918ee
3071	4104	4104 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#990600	#5bd8aa
3072	4105	4105 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#660F66	#68f296
3078	4106	4106 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#684599	#f23ee6
3083	4107	4107 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#660044	#52afb7
24611	4108	4108 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#001666	#ebef0e
24612	4109	4109 PCG-PRNr Vsx2 Nkx6-1 Glut_2	#FF7A00	#6a00c1
3057	4110	4110 PCG-PRNr Vsx2 Nkx6-1 Glut_3	#45994A	#2581a3
3059	4111	4111 PCG-PRNr Vsx2 Nkx6-1 Glut_3	#1FCC55	#035ab7
3060	4112	4112 PCG-PRNr Vsx2 Nkx6-1 Glut_3	#26FF5A	#85f26a
3073	4113	4113 PCG-PRNr Vsx2 Nkx6-1 Glut_3	#179978	#e861da
3077	4114	4114 PCG-PRNr Vsx2 Nkx6-1 Glut_3	#320F66	#d966f9
3082	4115	4115 PCG-PRNr Vsx2 Nkx6-1 Glut_3	#665A2E	#2d1b91
3061	4116	4116 PCG-PRNr Vsx2 Nkx6-1 Glut_4	#625CCC	#78ba35
3108	4117	4117 PCG-PRNr Vsx2 Nkx6-1 Glut_5	#5F2E66	#db4c85
3109	4118	4118 PCG-PRNr Vsx2 Nkx6-1 Glut_5	#5C8499	#1ee893
3112	4119	4119 PCG-PRNr Vsx2 Nkx6-1 Glut_5	#CCB27A	#318a91
3113	4120	4120 PCG-PRNr Vsx2 Nkx6-1 Glut_5	#666000	#ea62ad
24606	4121	4121 PCG-PRNr Vsx2 Nkx6-1 Glut_6	#CC5C78	#f936a2
24610	4122	4122 PCG-PRNr Vsx2 Nkx6-1 Glut_6	#1B00CC	#d6204d
3098	4123	4123 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1	#00E8FF	#f7cf60
3099	4124	4124 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1	#7ACC93	#7db51c
3102	4125	4125 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_1	#990033	#e23dbf
3110	4126	4126 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	#6E2E99	#fc5b58
3103	4127	4127 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	#992E69	#e0e00b
3104	4128	4128 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	#992E72	#c17134
3105	4129	4129 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	#CCAC00	#7945c6
3097	4130	4130 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	#66642E	#d549f4
3111	4131	4131 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_2	#9BCC7A	#f46691
3095	4132	4132 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3	#47660F	#bb72ff
3096	4133	4133 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_3	#2E8699	#f9534a
3094	4134	4134 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4	#2E6638	#dd9849
3107	4135	4135 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut_4	#4DFFF5	#8e003d
24553	4136	4136 PRNc-PARN Tlx1 Glut_1	#995200	#a51329
24554	4137	4137 PRNc-PARN Tlx1 Glut_1	#CC9A1F	#dbb357
24549	4138	4138 PRNc-PARN Tlx1 Glut_1	#661F57	#d38d32
24555	4139	4139 PRNc-PARN Tlx1 Glut_1	#2E661F	#370699
3878	4140	4140 PRNc-PARN Tlx1 Glut_2	#4F3D66	#f2268f
3933	4141	4141 PRNc-PARN Tlx1 Glut_2	#2E6661	#c98044
2570	4142	4142 PRNc-PARN Tlx1 Glut_3	#172E99	#12b793
3875	4143	4143 PRNc-PARN Tlx1 Glut_3	#996F17	#2136d3
2782	4144	4144 PB-PSV Phox2b Glut_1	#CC7AC8	#f7546f
3084	4145	4145 PB-PSV Phox2b Glut_1	#7D995C	#6618db
3793	4146	4146 PB-PSV Phox2b Glut_1	#FD99FF	#248280
4184	4147	4147 PSV Pvalb Lhx2 Glut_1	#5C9499	#33e039
4185	4148	4148 PSV Pvalb Lhx2 Glut_1	#73FFE8	#afcc3d
4186	4149	4149 PSV Pvalb Lhx2 Glut_1	#66423D	#7c04ed
4182	4150	4150 PSV Pvalb Lhx2 Glut_2	#6F9945	#0332bc
4183	4151	4151 PSV Pvalb Lhx2 Glut_2	#8B995C	#f25337
4176	4152	4152 PSV Pvalb Lhx2 Glut_3	#949945	#db13b6
24688	4153	4153 PSV Pvalb Lhx2 Glut_4	#73B4FF	#e827db
4300	4154	4154 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#FF634D	#f4e85d
4304	4155	4155 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#FF4DD4	#95d85b
4305	4156	4156 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#CC7A3D	#4cce9e
4306	4157	4157 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#99932E	#9efc2a
4307	4158	4158 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#59663D	#f96690
4299	4159	4159 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#FF7384	#0e11ba
4308	4160	4160 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#CCC15C	#50d89f
4309	4161	4161 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#271FCC	#44a013
4310	4162	4162 PB-NTS Phox2b Ebf3 Lmx1b Glut_1	#853DCC	#a5f413
4836	4163	4163 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#FF00DB	#75c128
4303	4164	4164 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#992E5A	#23af31
4311	4165	4165 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#CC3D4F	#4ff9d5
4312	4166	4166 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#26FF72	#ed8f50
4325	4167	4167 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#3D4A66	#ef0796
4301	4168	4168 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#06CC00	#aa1224
4302	4169	4169 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#73B8FF	#2cdd93
4314	4170	4170 PB-NTS Phox2b Ebf3 Lmx1b Glut_2	#CC3D55	#56ea60
4091	4171	4171 PRNr Otp Nfib Glut_1	#0F6466	#d6069b
4093	4172	4172 PRNr Otp Nfib Glut_1	#3D49CC	#ba3430
4112	4173	4173 PRNr Otp Nfib Glut_1	#F4FF99	#664cad
3058	4174	4174 IPN-LDT Vsx2 Nkx6-1 Glut_1	#81CC1F	#36ed3c
3062	4175	4175 IPN-LDT Vsx2 Nkx6-1 Glut_1	#FFB34D	#1b2199
3074	4176	4176 IPN-LDT Vsx2 Nkx6-1 Glut_1	#996A00	#439e12
3075	4177	4177 IPN-LDT Vsx2 Nkx6-1 Glut_1	#432E66	#cc26c3
3076	4178	4178 IPN-LDT Vsx2 Nkx6-1 Glut_1	#FFF200	#80e04c
3064	4179	4179 IPN-LDT Vsx2 Nkx6-1 Glut_1	#99454B	#4dccc7
3065	4180	4180 IPN-LDT Vsx2 Nkx6-1 Glut_1	#1E660F	#36c18e
3063	4181	4181 IPN-LDT Vsx2 Nkx6-1 Glut_2	#1F55CC	#a76afc
3066	4182	4182 IPN-LDT Vsx2 Nkx6-1 Glut_2	#5C8F99	#2ffce4
3068	4183	4183 IPN-LDT Vsx2 Nkx6-1 Glut_2	#7F992E	#a30e38
3069	4184	4184 IPN-LDT Vsx2 Nkx6-1 Glut_2	#991785	#3de01d
3085	4185	4185 IPN-LDT Vsx2 Nkx6-1 Glut_2	#459957	#cc4555
3087	4186	4186 LDT Vsx2 Nkx6-1 Nfib Glut_1	#2DFF26	#fcda53
3092	4187	4187 LDT Vsx2 Nkx6-1 Nfib Glut_1	#7A9917	#1f78f4
3086	4188	4188 LDT Vsx2 Nkx6-1 Nfib Glut_1	#1E6600	#6ba513
3088	4189	4189 LDT Vsx2 Nkx6-1 Nfib Glut_1	#99492E	#e87f29
3090	4190	4190 LDT Vsx2 Nkx6-1 Nfib Glut_1	#990028	#c9602c
3093	4191	4191 LDT Vsx2 Nkx6-1 Nfib Glut_1	#994589	#6afc1b
3089	4192	4192 LDT Vsx2 Nkx6-1 Nfib Glut_1	#4C661F	#47a2d3
3091	4193	4193 LDT Vsx2 Nkx6-1 Nfib Glut_1	#376600	#53a521
4291	4194	4194 LDT Vsx2 Nkx6-1 Nfib Glut_2	#665C00	#d88745
8801	4195	4195 NLL-SOC Spp1 Glut_1	#4E1FCC	#05178e
8803	4196	4196 NLL-SOC Spp1 Glut_2	#4DF5FF	#a731e2
4478	4197	4197 MEV Ppp1r1c Glut_1	#CC7AB9	#b033d6
4216	4198	4198 PG-TRN-LRN Fat2 Glut_1	#52663D	#2b77b5
4218	4199	4199 PG-TRN-LRN Fat2 Glut_1	#663D63	#4645a8
4217	4200	4200 PG-TRN-LRN Fat2 Glut_1	#990085	#ffa36b
3837	4201	4201 IRN Vip Glut_1	#FFBB4D	#2f187a
3838	4202	4202 IRN Vip Glut_1	#C7CC1F	#a62ce8
3847	4203	4203 IRN Vip Glut_1	#5B661F	#8653c1
3848	4204	4204 IRN Vip Glut_1	#46663D	#ef5b94
3668	4205	4205 PRP-NI-PRNc-GRN Otp Glut_1	#2E6633	#21a84a
3669	4206	4206 PRP-NI-PRNc-GRN Otp Glut_1	#FF00D0	#b52f33
3866	4207	4207 PRP-NI-PRNc-GRN Otp Glut_2	#E94DFF	#3ad132
3863	4208	4208 PRP-NI-PRNc-GRN Otp Glut_2	#994584	#baea59
3864	4209	4209 PRP-NI-PRNc-GRN Otp Glut_2	#FF7375	#562dfc
3865	4210	4210 PRP-NI-PRNc-GRN Otp Glut_2	#001266	#0d086b
3867	4211	4211 PRP-NI-PRNc-GRN Otp Glut_2	#B8CC7A	#99dd04
3868	4212	4212 PRP-NI-PRNc-GRN Otp Glut_2	#662E41	#4f87c6
3722	4213	4213 PRP-NI-PRNc-GRN Otp Glut_3	#995C7B	#ba5334
3765	4214	4214 PRP-NI-PRNc-GRN Otp Glut_3	#FF264D	#beed5a
3703	4215	4215 PRP-NI-PRNc-GRN Otp Glut_3	#662E4B	#5bef58
3723	4216	4216 PRP-NI-PRNc-GRN Otp Glut_3	#009930	#92f446
3724	4217	4217 PRP-NI-PRNc-GRN Otp Glut_3	#DF73FF	#db3956
3725	4218	4218 PRP-NI-PRNc-GRN Otp Glut_3	#5C5C99	#07557a
3738	4219	4219 PRP-NI-PRNc-GRN Otp Glut_3	#3D9DCC	#2bf2b0
3726	4220	4220 PRP-NI-PRNc-GRN Otp Glut_3	#456299	#3822aa
3733	4221	4221 PRP-NI-PRNc-GRN Otp Glut_4	#998917	#c6dd44
3763	4222	4222 PRP-NI-PRNc-GRN Otp Glut_4	#CC6300	#ea4da6
3764	4223	4223 PRP-NI-PRNc-GRN Otp Glut_4	#7A91CC	#5ae88e
3767	4224	4224 PRP-NI-PRNc-GRN Otp Glut_4	#173999	#58db43
3699	4225	4225 NTS Phox2b Glut_1	#FA00FF	#bc3158
3805	4226	4226 NTS Phox2b Glut_1	#1FCCA7	#28c9a6
3889	4227	4227 NTS Phox2b Glut_1	#994587	#b5221b
3899	4228	4228 NTS Phox2b Glut_1	#660E00	#66d142
3900	4229	4229 NTS Phox2b Glut_1	#1F4266	#d69f28
3901	4230	4230 NTS Phox2b Glut_1	#FF26B4	#59e0de
3903	4231	4231 NTS Phox2b Glut_1	#999300	#9b38c9
3890	4232	4232 NTS Phox2b Glut_1	#461F66	#f427b3
3904	4233	4233 NTS Phox2b Glut_1	#26FF7C	#b3c134
3905	4234	4234 NTS Phox2b Glut_1	#4D4DFF	#50d84b
15002	4235	4235 NTS Phox2b Glut_1	#73F7FF	#50ce9e
15053	4236	4236 NTS Phox2b Glut_1	#5700CC	#dbbf4e
3874	4237	4237 NTS Phox2b Glut_2	#90CC00	#0d917d
3884	4238	4238 NTS Phox2b Glut_2	#FF4D94	#e01d26
3902	4239	4239 NTS Phox2b Glut_2	#4DFFAC	#d84b88
3918	4240	4240 NTS Phox2b Glut_2	#1FCC4D	#c61b2f
3925	4241	4241 NTS Phox2b Glut_2	#99442E	#4d24ad
3926	4242	4242 NTS Phox2b Glut_2	#FF2657	#0a9388
3927	4243	4243 NTS Phox2b Glut_2	#1FCCCA	#6cd136
3932	4244	4244 NTS Phox2b Glut_2	#231FCC	#078f99
3940	4245	4245 NTS Phox2b Glut_3	#CC6700	#3145aa
3943	4246	4246 NTS Phox2b Glut_3	#FF9999	#6378dd
3946	4247	4247 NTS Phox2b Glut_3	#BC99FF	#b5122f
3947	4248	4248 NTS Phox2b Glut_3	#D2FF73	#f4d169
3948	4249	4249 NTS Phox2b Glut_3	#433D66	#bf692b
3949	4250	4250 NTS Phox2b Glut_3	#2E662F	#d5dd61
3950	4251	4251 NTS Phox2b Glut_3	#CC1F31	#00a9ff
3954	4252	4252 NTS Phox2b Glut_3	#2E5866	#3671c4
3955	4253	4253 NTS Phox2b Glut_3	#919900	#4086bc
3956	4254	4254 NTS Phox2b Glut_3	#995C69	#077c2e
3960	4255	4255 NTS Phox2b Glut_3	#995F00	#33c656
3929	4256	4256 NTS Phox2b Glut_4	#CC1900	#715bff
3919	4257	4257 NTS Phox2b Glut_4	#FF99BC	#50fc5c
3920	4258	4258 NTS Phox2b Glut_4	#1F3266	#003ec4
3921	4259	4259 NTS Phox2b Glut_4	#4900CC	#d61599
3922	4260	4260 NTS Phox2b Glut_4	#FF7378	#b2650c
3923	4261	4261 NTS Phox2b Glut_4	#79CC00	#d13cab
3924	4262	4262 NTS Phox2b Glut_4	#CC4D3D	#b2e04e
3928	4263	4263 NTS Phox2b Glut_4	#5A3D66	#70d65e
3931	4264	4264 NTS Phox2b Glut_4	#FF0085	#040263
3964	4265	4265 NTS Phox2b Glut_4	#0F1066	#f9f922
3885	4266	4266 NTS Phox2b Glut_5	#663E3D	#398aad
3886	4267	4267 NTS Phox2b Glut_5	#661F1F	#aefc07
3896	4268	4268 NTS Phox2b Glut_5	#54661F	#c2dd2a
3897	4269	4269 NTS Phox2b Glut_5	#7E3DCC	#4dd676
3906	4270	4270 NTS Phox2b Glut_5	#F699FF	#1c95db
3908	4271	4271 NTS Phox2b Glut_5	#CC7A9A	#dd393c
3883	4272	4272 NTS Phox2b Glut_5	#78992E	#ce23c0
3887	4273	4273 NTS Phox2b Glut_5	#583DCC	#56ddb2
3888	4274	4274 NTS Phox2b Glut_5	#175199	#f21f73
3898	4275	4275 NTS Phox2b Glut_5	#FF574D	#d3642c
3914	4276	4276 NTS Phox2b Glut_5	#47CC3D	#d868f2
3944	4277	4277 NTS Phox2b Glut_5	#5E0F66	#12cc28
3937	4278	4278 NTS Phox2b Glut_6	#7B5CCC	#fca71e
3938	4279	4279 NTS Phox2b Glut_6	#003E99	#f93ece
3939	4280	4280 NTS Phox2b Glut_6	#992E99	#dd3098
3941	4281	4281 NTS Phox2b Glut_6	#661F4D	#c0ea4b
3942	4282	4282 NTS Phox2b Glut_6	#457199	#c4564c
3957	4283	4283 NTS Phox2b Glut_6	#13660F	#606edb
3673	4284	4284 NTS Phox2b Glut_7	#FF4DE4	#6f3bce
3869	4285	4285 NTS Phox2b Glut_7	#663D4B	#005d8c
3876	4286	4286 NTS Phox2b Glut_7	#99912E	#ad304b
3912	4287	4287 NTS Phox2b Glut_7	#454799	#1cceb6
3913	4288	4288 NTS Phox2b Glut_7	#809900	#58efa1
15032	4289	4289 NTS Phox2b Glut_7	#66002D	#ef47e1
4220	4290	4290 NTS Phox2b Glut_8	#006658	#f6f91b
4263	4291	4291 NTS Phox2b Glut_8	#CC5CC2	#e5a309
4249	4292	4292 NTS Phox2b Glut_8	#713DCC	#ea644f
4252	4293	4293 NTS Phox2b Glut_8	#413DCC	#06719b
4253	4294	4294 NTS Phox2b Glut_8	#5C997C	#aa234e
4254	4295	4295 NTS Phox2b Glut_8	#493D66	#54eac5
3882	4296	4296 NTS Phox2b Glut_9	#FF73F9	#e28366
3916	4297	4297 NTS Phox2b Glut_9	#402E66	#0ed346
3917	4298	4298 NTS Phox2b Glut_9	#2E5166	#e02ab9
3930	4299	4299 NTS Phox2b Glut_9	#00D1FF	#2aa8fc
3872	4300	4300 NTS Phox2b Glut_9	#CC7A86	#279997
3873	4301	4301 NTS Phox2b Glut_9	#451F66	#a550f4
3877	4302	4302 NTS Phox2b Glut_10	#CC1F35	#0065ad
3907	4303	4303 NTS Phox2b Glut_10	#3D664F	#1dd3a0
3909	4304	4304 NTS Phox2b Glut_10	#7A7FCC	#2803a3
3910	4305	4305 NTS Phox2b Glut_10	#73FFB2	#c4820f
4149	4306	4306 NTS Phox2b Glut_10	#9373FF	#1246a8
3911	4307	4307 NTS Phox2b Glut_10	#17992C	#d0e026
3804	4308	4308 MARN-GRN Pyy Glut_1	#3DCC8B	#e29c18
3642	4309	4309 MDRNv Lhx4 Qrfprl Glut_1	#73FF9C	#db608f
3672	4310	4310 NTS Mbnl3 Glut_1	#991765	#6aedd0
3761	4311	4311 PGRNd Dmbx1 Glut_1	#CC3D6C	#5c20d6
3783	4312	4312 PGRNd Dmbx1 Glut_1	#1F3666	#ea845b
3807	4313	4313 PGRNd Dmbx1 Glut_1	#26E1FF	#c630d3
3756	4314	4314 PGRN-PARN-MDRN Hoxb5 Glut_1	#660F3D	#2295b5
5402	4315	4315 PGRN-PARN-MDRN Hoxb5 Glut_1	#C71FCC	#12b542
3629	4316	4316 PGRN-PARN-MDRN Hoxb5 Glut_1	#663B2E	#1457bc
3645	4317	4317 PGRN-PARN-MDRN Hoxb5 Glut_1	#6D1799	#d22be5
3646	4318	4318 PGRN-PARN-MDRN Hoxb5 Glut_1	#FFA800	#8ee84a
3647	4319	4319 PGRN-PARN-MDRN Hoxb5 Glut_1	#1FC6CC	#f446bd
3649	4320	4320 PGRN-PARN-MDRN Hoxb5 Glut_1	#7378FF	#86d631
3651	4321	4321 PGRN-PARN-MDRN Hoxb5 Glut_1	#00FF7B	#d3d82d
3652	4322	4322 PGRN-PARN-MDRN Hoxb5 Glut_1	#996C5C	#db0a6c
3664	4323	4323 PGRN-PARN-MDRN Hoxb5 Glut_1	#177A99	#5bf7a6
